gene,logFC,P.Value
6950 /// 677812,0.29718,0.470703372
340094,0.103585,0.470744069
132320 /// 101927137,-0.28976,0.470789092
643699,0.1748,0.470881064
101928101,-0.090978333,0.470884374
256227,0.179858333,0.471070881
1021,0.20308,0.471077349
115557,0.142703333,0.471078051
9350,0.190326667,0.471104869
340107,-0.143078333,0.471128188
10758,0.138675,0.471161616
100129129,0.175393333,0.4711634
79990,-0.175545,0.471173351
5983,0.286688333,0.471229789
400654,0.087833333,0.471244212
474,-0.171221667,0.471294516
101929865 /// 101930243,-0.109371667,0.471324285
39,0.195545,0.471333397
5281,0.158436667,0.471492928
389932,0.123706667,0.471603073
2972,-0.155896667,0.471744302
158471,-0.300815,0.471802196
440073,0.126161667,0.471839759
11309,-0.322568333,0.471846294
255928,0.114721667,0.471973645
51093,-0.218463333,0.471984996
6497,0.318531667,0.472038608
6418 /// 646817,-0.316068333,0.47208954
100507388,0.109328333,0.472156348
285300,0.172643333,0.472341274
140846,-0.140691667,0.472356266
146,0.121225,0.472388343
22821,-0.125115,0.472456857
161829,-0.099303333,0.472466388
374393,0.134096667,0.472519132
55333 /// 100529257,-0.196325,0.472674806
25828,-0.13715,0.472697691
26084,0.360655,0.472743182
84073,0.14508,0.472746584
158431,0.155425,0.472749182
4157,-0.188215,0.472822172
6847,0.164786667,0.47284154
55312,0.260271667,0.472853688
777,0.22174,0.472856036
347732,-0.136195,0.472874817
8789,-0.111481667,0.472963991
266918,-0.136961667,0.473084438
23617,-0.156953333,0.473127063
8468,-0.134548333,0.473157051
127731,0.087941667,0.473326656
197350,-0.107258333,0.47345421
255119,-0.11617,0.473473253
79723,-0.344833333,0.473542639
10045,0.155433333,0.473574482
23526,-0.416521667,0.473668062
9746,0.17361,0.473710237
3363 /// 93164,0.0992,0.473716664
10233,-0.122896667,0.47371785
3337,0.250236667,0.473760547
286828,0.107905,0.473770889
79758,0.12071,0.473824055
200150,-0.133993333,0.473896141
100506470,-0.12752,0.473915088
10206 /// 283518,-0.137965,0.473975064
10776,-0.223415,0.473992019
100128590,0.167366667,0.473997513
834,-0.546138333,0.474002771
79780,0.216825,0.474010632
286207,0.139303333,0.474132791
79074,0.495498333,0.474167433
2691,-0.17799,0.474298296
11148,-0.130756667,0.474334948
135644,0.129275,0.474413787
256126,-0.148575,0.474432682
7498,0.379961667,0.474473819
100506710,-0.253415,0.474684619
1371,0.25405,0.474757241
60681,-0.24026,0.474859963
3537 /// 3546 /// 26586,-0.347233333,0.474878054
100130418,0.150565,0.474902473
729614,-0.243148333,0.474922507
10767,-0.227631667,0.474961851
160418,-0.334241667,0.475008442
26762,0.104653333,0.475082958
5874,-0.543941667,0.475188021
9956,-0.268781667,0.475269197
9578,-0.122826667,0.475277405
102724782,-0.161138333,0.475290286
144568,0.154435,0.47530499
55622,0.172945,0.475451298
8685,0.384828333,0.475559368
7053,-0.125878333,0.47558996
3575,-0.553348333,0.475649611
7185,-0.32936,0.475682592
10149,-0.18451,0.475803202
8170 /// 101930602,0.13252,0.475858493
5992,0.1128,0.475923006
64776,-0.322435,0.476097919
10270,0.179723333,0.476170157
11169,-0.187525,0.476202266
388558,-0.14419,0.47627162
644128,0.165351667,0.476314513
5067,-0.649045,0.476426875
1938,0.226388333,0.476442149
101928694,-0.120133333,0.476513312
54877,0.26708,0.476540263
5903 /// 84220 /// 285190 /// 400966 /// 653489 /// 727851 /// 729540 /// 729857,0.372036667,0.476608457
23109,-0.145163333,0.476630812
158257,0.10866,0.476656958
114299,-0.222315,0.476802631
6102,-0.284803333,0.476912881
90673,0.20063,0.476931198
2030,0.236565,0.476972135
56834,-0.167056667,0.476999801
4763,0.142425,0.477027814
26015,-0.190201667,0.477078697
11001,-0.11811,0.477118983
6476,-0.308775,0.477146972
1024,0.323606667,0.477232276
5986,-0.178291667,0.477310057
3034,0.170285,0.477449937
728215,0.200621667,0.477535478
84932,-0.282735,0.47754977
100128927,-0.324615,0.477562479
100129112,-0.10732,0.477599695
6049,-0.421178333,0.477630616
84246,-0.215201667,0.477638348
11328,-0.193206667,0.477643358
596,0.261155,0.477643443
3640,-0.168626667,0.477710866
54852,0.150995,0.477786116
283592,-0.121895,0.477836957
389761 /// 389762 /// 389763,0.10893,0.477917053
79788,0.147148333,0.477930011
57645,-0.339703333,0.478029121
55334,-0.307965,0.478077034
100129662,0.112566667,0.478140193
7691,-0.116873333,0.478210045
29952,-0.301061667,0.478215801
81629,0.117628333,0.478240477
51385,-0.177801667,0.478272797
94107,-0.349898333,0.478364468
92292,0.339528333,0.478379
101928787,-0.153446667,0.47846498
6834,-0.162825,0.478558536
27185 /// 100303453,-0.34089,0.478568028
643529,-0.202586667,0.478576345
541468,-0.171075,0.478658506
57115,0.13285,0.478710745
58158,-0.121566667,0.478721697
101928893,0.098658333,0.478743098
7443,-0.342546667,0.478800846
23052,0.290833333,0.478835135
2903,-0.11733,0.479026217
85481,0.12545,0.479275593
84329,-0.152811667,0.479355147
8301,-0.12661,0.479374256
5026,-0.397195,0.479592592
55889 /// 342096 /// 653641 /// 653643,0.131918333,0.479648126
145226,0.134823333,0.479666179
728568,0.364446667,0.479708252
116437 /// 101929974,-0.097396667,0.47986695
4085,0.115068333,0.47992291
154807,-0.305533333,0.479960118
54825,-0.109235,0.479963705
2567,0.100456667,0.480007984
51011,0.11177,0.480126835
84643,0.128605,0.480342911
644450 /// 101928669,-0.174716667,0.48036607
25937,-0.331433333,0.480457905
8891,0.166588333,0.480494985
80712,-0.08454,0.48056979
9687,0.144675,0.480577634
5962,0.521053333,0.480679502
57717,0.513411667,0.480683122
400,0.204858333,0.480698282
8928,0.104788333,0.480702907
79912,0.200066667,0.480817926
9507,-0.148278333,0.481074279
728073,0.181408333,0.481096475
51716,-0.177315,0.481128324
100131662,0.114206667,0.481213473
1073,0.41547,0.481241986
339512,0.092568333,0.481275807
23650,-0.116891667,0.481308922
730227,-0.132615,0.481381722
26775,-0.163403333,0.481486864
3301,0.176656667,0.481525683
9960,0.145198333,0.481548444
646282,-0.13758,0.481634096
51726,-0.224648333,0.481787514
348793,0.236026667,0.48179945
261734,0.237358333,0.481865285
84557,0.184976667,0.481968781
7369,-0.145258333,0.482001937
81545,0.173763333,0.482071292
100141515,0.284693333,0.482087437
79738,-0.268016667,0.482177476
136263,-0.097805,0.482187014
53841,-0.116388333,0.482333088
51298,-0.106405,0.482491665
100130938,0.265401667,0.482504071
132112,-0.149695,0.482519306
130589,-0.18994,0.482521249
5549,-0.316633333,0.482599671
3167,-0.23036,0.482613915
91548,0.135401667,0.482624131
401014,0.105575,0.482789103
23332,0.130933333,0.482848365
221496,-0.252633333,0.482974986
57502,0.318128333,0.483013028
11021,-0.154801667,0.483043371
8882 /// 442240,-0.117341667,0.483066004
23644,-0.192605,0.483216683
136991,0.095956667,0.483230231
463,-0.20661,0.483234429
89778,0.101063333,0.483355736
101929709,-0.185788333,0.483439466
100652748,0.211246667,0.48348216
1998,0.220031667,0.483732135
100616434,-0.139581667,0.483867564
100874314,0.09581,0.483875151
6694,-0.102876667,0.483963739
339290,0.13478,0.484115942
50801,-0.097321667,0.484208642
9094,-0.148883333,0.48425088
169714,0.175435,0.484295121
22917,0.1082,0.4843598
84284,0.271595,0.484436023
2792,-0.133675,0.484554735
101928201,-0.336876667,0.484559535
10865,0.24898,0.484758426
3208,-0.100275,0.484763421
2670,0.10636,0.484784618
55247,0.150183333,0.484811958
54466 /// 474343,-0.155866667,0.484908464
100131763,-0.107583333,0.484911595
138307,0.12939,0.484927396
387638,0.089403333,0.484929269
100507249,0.098531667,0.485036301
64220,-0.481236667,0.485071639
283674,-0.131045,0.485081456
83860,0.34399,0.485201876
133308,-0.314093333,0.485224538
4685,-0.154586667,0.485263656
9529,0.181173333,0.485272955
4825,-0.109073333,0.485289818
9254,0.337158333,0.485303364
2483 /// 284802 /// 100134091 /// 100289097 /// 101930278 /// 101930531 /// 102724923,-0.332623333,0.485331078
54862,-0.191858333,0.485527683
5935,-0.355196667,0.485609347
100506585,-0.17795,0.485622746
56829,0.215308333,0.48571682
8552,0.144545,0.48576936
25834,0.092575,0.485807595
339476,-0.09429,0.485852697
54963,0.250305,0.485882874
54996,0.444761667,0.485922528
115350,0.119443333,0.485932575
146547,0.142536667,0.486011522
126695,-0.095055,0.486018829
23275,0.165846667,0.486027042
9625,0.13063,0.486099971
100862662,-0.137738333,0.486101905
4115,0.083046667,0.486125533
200734,0.305988333,0.486139206
5604,-0.28555,0.486386436
102723864,-0.17088,0.486434846
439916,0.11237,0.486456015
80148,-0.161465,0.486501216
6668,0.239548333,0.486506575
204801,0.133846667,0.48652269
282763,0.096866667,0.486529854
100128236,-0.20861,0.486538951
100128176,0.099448333,0.486605109
101926959,-0.149008333,0.486691495
55122,-0.221928333,0.486768923
27346,0.164813333,0.48681326
29087,0.208493333,0.486820337
55589,0.246981667,0.486850529
84858,-0.349518333,0.48687558
100422212,-0.09855,0.486928673
114625,-0.255271667,0.486966199
51241,-0.316683333,0.486987984
79755,0.148973333,0.486990629
2086,0.09405,0.486993096
146853,-0.14434,0.487009791
3558,-0.090653333,0.487014269
116085,0.107285,0.487050478
9907 /// 100616465,0.246753333,0.487091026
22899,0.142801667,0.487092787
2849,-0.123208333,0.487184842
26338,0.10816,0.487217478
2109,-0.173173333,0.487264616
23325,0.200898333,0.48730689
3554,-0.335731667,0.487332927
153770,0.129553333,0.487403935
152518,-0.414646667,0.487410531
100505996,-0.091998333,0.48744349
4824,-0.291283333,0.487481082
65217,-0.08224,0.487647914
9637,0.194978333,0.487650873
83473,-0.17245,0.487712566
54739,-0.302328333,0.487715767
6317 /// 6318,-0.140606667,0.487765323
4508,0.377475,0.487811803
100506319,-0.123121667,0.487820829
4037,0.18442,0.487838957
284618,0.251836667,0.487841775
1954,-0.17027,0.487857968
6838,0.143008333,0.487878975
114790,-0.210681667,0.48792336
57038,0.153695,0.487958963
646450,0.119831667,0.487965567
406893 /// 100500854,0.224748333,0.488035259
200373,0.123826667,0.488120953
83887,0.165863333,0.488127743
54765,-0.153275,0.488155384
54503,0.180436667,0.488164
10247,-0.205083333,0.488209294
1993,-0.416396667,0.488289364
51454,0.441178333,0.488392954
283159,0.102761667,0.488398614
55159,0.209378333,0.488439068
54495,0.332845,0.488512571
9917,-0.156056667,0.48858511
27339,0.163683333,0.488665976
157567,0.313263333,0.488763503
51646,0.276941667,0.488765922
3423,-0.158915,0.488804704
140578,0.167733333,0.488910004
55410 /// 83869,-0.19713,0.488924034
257144,-0.124918333,0.489029056
79078,-0.231978333,0.489080511
729220,-0.17186,0.489164072
81844,0.183683333,0.489437424
80221,-0.255213333,0.489529288
4594,0.14526,0.489678771
55149,-0.1778,0.489687393
8332,-0.113336667,0.489800911
93661,0.106335,0.489852196
10566,-0.111803333,0.489938301
9464,0.1345,0.48995366
5868,-0.207381667,0.489969865
56681,-0.22949,0.490029013
23380,0.350206667,0.490140985
346389,-0.11107,0.490353417
64478,0.117428333,0.4903827
54361,-0.323221667,0.490438993
7188,-0.320431667,0.490582179
100287525,-0.131506667,0.490594405
79727,-0.117801667,0.490603206
6181 /// 619565,-0.154716667,0.490698276
9454,-0.249881667,0.490802711
292,-0.285985,0.490905399
84865,-0.120203333,0.490918643
64965,0.265686667,0.490928711
10733,0.14154,0.490948015
2186,0.247643333,0.490952396
22927,0.279255,0.49100456
653188 /// 100049076,0.223286667,0.491032095
151050,0.289048333,0.491086371
390963,-0.167851667,0.491130296
442028 /// 644316 /// 101927088 /// 101927527 /// 101929518,0.11204,0.491151536
6339,0.138158333,0.491160059
2620,0.242845,0.491163318
440275,-0.182095,0.491196375
64426,0.207308333,0.491240201
90693,-0.319798333,0.491265578
57507,0.227475,0.491306346
6716,0.137353333,0.491363475
283987,0.178001667,0.491429481
2931,-0.172176667,0.491618379
11060,0.221085,0.491649152
4624 /// 4625,-0.124008333,0.49170452
101929855 /// 102724851,0.277171667,0.491725624
7251,-0.19175,0.49172742
10444,0.129906667,0.49180284
143678,-0.144626667,0.491923607
727897,-0.102921667,0.491982308
84765,-0.156945,0.49203279
684,-0.386731667,0.492051213
671 /// 149684,-0.149301667,0.492052944
100996325,-0.085078333,0.492072207
8550,0.245208333,0.492125382
100129654,-0.090951667,0.492179768
55640,-0.21773,0.492551679
783,0.3353,0.492579687
255798,0.101145,0.492754625
5670,0.124255,0.49292986
95,-0.111421667,0.49302523
5279,-0.248828333,0.493062707
102724201,0.114161667,0.49307746
84285,-0.371211667,0.493116093
100128175,0.254863333,0.493169962
1902,0.265911667,0.493188685
1302,0.12067,0.493327941
150381,0.219708333,0.493356832
100874194,0.107783333,0.493372708
145497,-0.149241667,0.493455994
940,-0.389585,0.493462501
26097,0.120353333,0.493513005
5393,0.147338333,0.49359864
8437,-0.141608333,0.49360627
26659,0.129225,0.493629342
1102,0.298655,0.493658157
55106,-0.255288333,0.493700437
55679,0.238985,0.493736825
91750,-0.306583333,0.49374871
101928877,-0.092715,0.493866544
100505879,-0.09576,0.493886499
5576,-0.311301667,0.494054815
89927,0.117265,0.494248745
349565,0.194398333,0.494318085
27033,-0.130503333,0.494361103
57379,0.303101667,0.494410022
283314,0.167311667,0.494430402
23512,0.240518333,0.494444675
26230,0.247196667,0.494465746
23322,-0.106655,0.49447865
161247,0.163035,0.494521415
9126,-0.221438333,0.494546933
93517,-0.129628333,0.494605367
8671,0.17634,0.494731375
100505738 /// 100616142,0.229981667,0.494985964
1122,-0.24958,0.495098585
84273,-0.259675,0.4951708
220992,0.23811,0.495311139
65009,0.118906667,0.495311488
8358,-0.106756667,0.49531457
149134,0.19386,0.4953922
3857,-0.142095,0.495392579
3662,0.418501667,0.495406928
8359,0.100925,0.495429137
101927152,-0.11655,0.495453546
1805,0.312713333,0.495491795
10312,-0.390751667,0.495630433
101928283,0.093351667,0.495673287
3817,-0.093205,0.495733963
6801,-0.251101667,0.49573669
100507283,0.176573333,0.495753726
974,0.247265,0.495754259
140886,-0.105573333,0.49577035
960,0.288366667,0.495774472
84989,-0.160141667,0.495794814
4067,-0.410693333,0.495828241
102157402,-0.271313333,0.495835949
283171,0.098475,0.495844248
647219,-0.110153333,0.495983174
8019,0.126815,0.496019443
5030,0.099558333,0.496049738
29124,0.104581667,0.496052205
101928940,0.109875,0.496077814
4153,-0.211801667,0.496095755
580,-0.351965,0.496133676
60592,-0.48635,0.496154129
51186,-0.315638333,0.496221401
647288,-0.12155,0.496265449
64398,0.340753333,0.49626694
50802,-0.157793333,0.496306408
643210,0.103208333,0.496379642
64395 /// 64396,-0.164075,0.49641457
114131,-0.114675,0.496481943
680,0.179556667,0.49650624
285877,0.155911667,0.496520235
101928157,0.114243333,0.496556007
9659,-0.226868333,0.496559062
114659 /// 101929841,-0.217421667,0.496613531
222659,-0.118875,0.496615795
8521,0.10189,0.496619701
283635 /// 101927178,-0.287428333,0.496639544
285175,0.09991,0.496692859
124540,-0.20645,0.496696823
23539,-0.149281667,0.496936859
441208,-0.08245,0.497021443
51360,-0.339503333,0.497062043
81537,-0.32563,0.497139289
11213,0.185681667,0.497258565
4905 /// 101930324,-0.318763333,0.497412121
92370,0.40733,0.497421607
5554 /// 5555 /// 100533464,-0.128615,0.497578749
101928505,0.105006667,0.497633661
1604,-0.605976667,0.497640574
84298,0.416495,0.497649125
728882 /// 100132948 /// 100133121,0.117116667,0.497654112
284613,-0.136943333,0.497698488
55861 /// 90196 /// 767557,0.334815,0.497698738
5268,-0.184991667,0.49772783
641928,-0.215226667,0.497728776
5222 /// 643834 /// 643847 /// 101929842,0.137298333,0.497880228
221937,-0.271065,0.497888704
1018 /// 100529145,0.24215,0.497912403
101927651,0.13623,0.498172055
8936,0.281328333,0.498226641
57215,-0.176856667,0.498246177
124637,0.131666667,0.498268218
9479 /// 644172,0.187065,0.49834864
3623,-0.176931667,0.498384346
26248,-0.168665,0.498422607
27113 /// 100422832 /// 100422899,-0.18087,0.498435791
100131864,0.124953333,0.498457397
4926,0.197966667,0.498488118
94059,-0.104893333,0.498653189
139105,-0.097698333,0.498674468
9138 /// 100505585,-0.2344,0.498927451
27143,0.292995,0.498945587
284749,0.113578333,0.498953572
100302522,-0.209595,0.498973256
100134368,0.117973333,0.499080782
2543,0.109125,0.499113165
26262,-0.09526,0.49919357
64786,0.165908333,0.499204106
101927543,-0.11174,0.49925459
9071 /// 101927308,0.098255,0.499260423
84174,-0.256508333,0.49928646
8344,-0.473528333,0.499354579
11217 /// 114299 /// 445815,-0.121678333,0.499450709
10236,-0.17553,0.499453736
54836,-0.2393,0.499473767
22953,-0.115453333,0.499542551
23049 /// 81893 /// 440345 /// 440354 /// 552900 /// 595101 /// 613037 /// 641298 /// 100132247 /// 100271836 /// 100288332 /// 100506060 /// 101060386 /// 101060596 /// 101060604 /// 102723773,0.244233333,0.499583287
100132005,0.109365,0.499721436
282616 /// 282617,-0.087805,0.499786377
79954,-0.167141667,0.499808035
23299,0.2878,0.499923569
116844,0.134321667,0.499926319
100131997 /// 100289124,0.11497,0.499960584
349152,0.298533333,0.499962873
84629,-0.1255,0.499992473
989,0.208743333,0.500011184
148304,-0.19736,0.500050734
100128202 /// 101929344,-0.17507,0.500145239
101927609,0.226778333,0.500209999
79692,0.209725,0.500260891
375346,-0.168655,0.500282499
94274,0.487016667,0.500333077
286411,-0.106238333,0.500377947
5589,-0.274431667,0.500544642
440346,0.10365,0.500573669
55608,0.147008333,0.500622568
221785,-0.25655,0.500650491
101928837,0.293001667,0.500724328
8372,0.124226667,0.500753092
51374,-0.21769,0.50084906
8326,-0.131915,0.5009453
53616,0.298448333,0.501044504
55553,0.33408,0.501133746
644852,0.092765,0.50118266
10930,0.111403333,0.501194672
6948,0.16685,0.501349173
286256,-0.15958,0.501366592
9084 /// 353513,-0.114003333,0.50140216
9545,0.18505,0.501408954
9397,0.231903333,0.501484174
5252,0.16723,0.501507551
7103,0.713065,0.501509015
1415,0.107915,0.50156037
29958,0.11798,0.501603506
6715,-0.222038333,0.501728581
102723742,-0.109561667,0.501735398
283768 /// 390535 /// 729786 /// 100132565 /// 100132979,0.112221667,0.501741502
57521,-0.123431667,0.501750868
5599,-0.32822,0.501807519
6295,-0.156365,0.501835564
29110,0.237251667,0.501853491
390705,0.099638333,0.501908722
56616,-0.27456,0.50194361
6347,0.420051667,0.501944321
54067,-0.118595,0.501944464
100422872,-0.112183333,0.502086642
1015,-0.18678,0.502147193
57683,0.261248333,0.502155286
1549,0.164166667,0.502170077
2155,-0.12981,0.502218557
677824,0.133436667,0.50229736
25930,-0.219536667,0.502518504
2886,0.171468333,0.502576729
10483,-0.18474,0.502630524
144108,-0.118453333,0.502644863
6603,0.108415,0.502664358
219743,-0.243031667,0.502761586
340533,0.416435,0.502899866
56674,-0.16852,0.502902686
55080,-0.24593,0.502973892
24148,0.107565,0.503028051
55210,-0.159481667,0.50304378
283870,-0.197403333,0.503052858
571,-0.324191667,0.503071652
374890,0.095893333,0.503116557
80309,0.12529,0.503200093
51106,0.231523333,0.503274985
10363,-0.292,0.503329343
5887,-0.23578,0.503356329
8846,0.228735,0.503470793
7592,0.10305,0.503560773
11054,-0.152193333,0.503562757
85290,0.094726667,0.503593036
154091,0.355193333,0.503654369
27177,0.104298333,0.503667489
30848,0.2409,0.503723073
361,0.109835,0.503756676
84672 /// 441543,0.12707,0.503893879
399746 /// 440888,-0.148201667,0.503895515
23190,0.136166667,0.503970208
6670,-0.211558333,0.503983521
340273,0.149148333,0.504016296
3752,0.214986667,0.50404728
160492,0.149483333,0.504084372
9657,0.212986667,0.504120111
129563,0.2304,0.504209272
26651,-0.111661667,0.504300691
170482,-0.090376667,0.504346757
5331,-0.118286667,0.504396595
3084,-0.143835,0.504404803
124402,-0.180258333,0.504406857
5740,0.423868333,0.504492971
2266,-0.4677,0.504571054
10573,-0.159813333,0.504658023
51053,0.444106667,0.504709687
117177,-0.245605,0.504745561
755,-0.155773333,0.504846073
5184,-0.23458,0.504896328
125919,-0.16114,0.504906721
1147,-0.355943333,0.504922099
27106,-0.23099,0.505017958
283994,-0.098406667,0.505054623
84065,-0.148276667,0.505130058
158381,-0.086705,0.505163919
56142 /// 56143,-0.123038333,0.505184346
7321,-0.351373333,0.5052467
399694,0.243905,0.5052925
162972,-0.179511667,0.5053111
26996,-0.446946667,0.505453515
474171,-0.23216,0.505536835
128872,-0.147471667,0.505541463
401630,0.101226667,0.505599033
117532,-0.113776667,0.505616939
1395,0.110618333,0.505634922
3036,0.512423333,0.50570221
642597,-0.093708333,0.505736082
2707,-0.115201667,0.505762321
100131766,0.127625,0.505834623
4917,0.118376667,0.505850888
57326,-0.207223333,0.505944187
2125,-0.122711667,0.506031532
84673 /// 100101118,-0.10854,0.506061034
100130370,-0.132951667,0.506074506
5973,-0.138721667,0.506121259
100132352,0.252766667,0.506170481
58500,-0.178748333,0.506207996
101928989,0.095695,0.506309446
3737,-0.136195,0.506361454
83640,0.257518333,0.506386244
401428 /// 441295,0.158101667,0.506403337
646324,-0.275915,0.506412663
100505545,0.10479,0.506511037
3431,0.244723333,0.506566608
646522,0.136566667,0.50670179
54788,-0.128026667,0.506711267
170959,-0.23842,0.506735011
100188953,-0.09989,0.506736542
6791 /// 25782,0.200693333,0.506826668
25981,0.365218333,0.506863818
5150,-0.380413333,0.506879849
101927620,-0.165531667,0.506927603
22829,-0.0959,0.50694965
254013,-0.152286667,0.506955354
100505912,-0.155798333,0.506973224
201456,0.220966667,0.507013199
64005,0.243468333,0.507093531
5580,-0.367123333,0.507190063
388610,0.173291667,0.507260309
22976,-0.284185,0.507386459
10919,-0.16429,0.507424271
57016,0.122725,0.507498637
79571,0.158018333,0.507559202
6407,-0.106818333,0.507570493
57863,0.153361667,0.507609544
196441,0.13484,0.507673396
144363,-0.164993333,0.507684176
8000,0.121873333,0.507770545
440515,0.290785,0.507805976
5646,-0.128195,0.507873166
3350,0.108886667,0.507874422
100507336,0.106008333,0.507923832
167838,-0.203746667,0.507958116
51561,-0.122781667,0.508008935
5273,-0.101221667,0.508021068
115795,-0.112773333,0.508094812
146050,0.205543333,0.508095078
1647,-0.27505,0.508169563
113230 /// 102466515,-0.141883333,0.508196136
2692,0.124331667,0.508200683
100506457,-0.121,0.508203059
6189 /// 8944,0.215878333,0.508266888
146310,-0.13171,0.508371429
441519 /// 441520 /// 441521 /// 541465 /// 541466 /// 728911 /// 101060211 /// 102723631 /// 102723680 /// 102723737,-0.100861667,0.508475821
57692,-0.188173333,0.508543607
100505853,-0.107791667,0.508558707
285266,-0.087166667,0.508599266
84231,0.184438333,0.508610584
54475,-0.154368333,0.508632196
374920,0.140511667,0.508641287
10844,-0.149135,0.508664729
10644,0.257575,0.508759112
79923,0.286183333,0.508766076
6759 /// 548313,0.105815,0.508782815
51762,0.28129,0.508799274
5201,-0.121596667,0.508816054
135293,0.425611667,0.508933198
2804,0.113041667,0.508985161
8543,0.228091667,0.508997477
23184,-0.213998333,0.509166728
11322,-0.294933333,0.50918428
439936,0.325635,0.509196155
6400,-0.337171667,0.509237508
342574,0.098951667,0.509392081
147746,-0.113598333,0.509416702
971,-0.315845,0.509432408
80115,-0.140228333,0.509434782
57644,0.091663333,0.509530128
8266,-0.146008333,0.509652422
114132,0.145086667,0.509694641
85317 /// 85319,-0.143518333,0.509784002
51104,0.18698,0.50983205
1013,-0.112068333,0.50985244
100129794,-0.104483333,0.509906224
374666 /// 375260 /// 653635 /// 100287171 /// 100288778 /// 101930154 /// 102465909 /// 102466751,0.26008,0.509909706
7552,0.547885,0.509996736
2149,-0.140493333,0.510013169
10949,-0.354003333,0.510102999
9883,-0.13292,0.510229713
84902,0.25976,0.510242112
55173,-0.142426667,0.510346379
9238,0.105668333,0.510397786
3108,-0.391578333,0.510399607
319101,-0.113778333,0.510501014
2895,-0.093213333,0.510526965
26134 /// 253959,0.174418333,0.510556705
192683,0.13468,0.510636936
2630,-0.191501667,0.510888847
221927,-0.20666,0.510910095
286234,-0.098525,0.510921541
157697 /// 441310,0.323013333,0.510963785
950,-0.300136667,0.511053157
774,-0.12128,0.511125343
85407,-0.138156667,0.511148591
56204,0.247271667,0.511246601
55509,-0.304388333,0.511379002
1617 /// 57054 /// 57055 /// 57135,0.101126667,0.511382227
85453,-0.281386667,0.511411112
388585,-0.176643333,0.511471643
5741,-0.093918333,0.511525327
387718,0.108713333,0.511657527
23469,0.184865,0.511742569
79191,-0.351793333,0.51178224
161725 /// 283713,0.154658333,0.511794723
60526,0.14778,0.511883501
9901,0.189321667,0.512034415
140730,0.10711,0.512060016
91056,-0.12866,0.512107251
10882,-0.141323333,0.512202547
83874,-0.157346667,0.512214205
286071,-0.118701667,0.512238674
23108,0.274906667,0.5122728
6271,0.12944,0.512273354
5932,0.356668333,0.512445163
100128782 /// 101930476,0.220726667,0.512492175
26751,0.20366,0.512536114
820,-0.11283,0.512686685
9212,-0.109581667,0.512714058
6167 /// 100506548,-0.248361667,0.512847071
11163 /// 440672,-0.236055,0.512854298
5116,0.142901667,0.512990159
57488,0.165158333,0.513052254
3356,0.371371667,0.513062044
23568,-0.19565,0.513094798
100653005,0.115348333,0.51310037
51669,-0.237131667,0.513119321
10581,-0.205188333,0.513225088
102724312,0.128466667,0.513251988
55846,0.127273333,0.513267126
10426,0.207993333,0.513324515
55567,0.224503333,0.513352485
57147,-0.273623333,0.513415773
101927829,0.090931667,0.513419648
1397,0.24083,0.51342556
284112 /// 406971 /// 574456 /// 100506755,0.192531667,0.51356313
25865,0.28661,0.513710452
6932,-0.15177,0.513788504
119504,-0.271481667,0.513801093
108,0.338925,0.513903839
23639,0.314055,0.514013523
284898,0.13028,0.514150022
725,0.128181667,0.514199098
2838,0.115738333,0.514218576
7570,-0.242033333,0.514233971
389906 /// 102725263,-0.117771667,0.514250152
5089,0.23551,0.514268844
221438,0.096496667,0.514290886
101929148,-0.089976667,0.514351076
100862680,-0.092975,0.51438718
3566,-0.198511667,0.514549167
101928521,0.086421667,0.514562853
100996307 /// 101930071,-0.167933333,0.51456582
7776,-0.163726667,0.514597351
51439,0.230765,0.514685885
80352,0.135573333,0.514698521
79159,-0.195738333,0.514732256
10926,-0.248136667,0.51479944
3786,-0.28784,0.514862912
79104 /// 692215,0.476245,0.51499726
54859,-0.156633333,0.515069636
54857,-0.13583,0.515106617
55124,0.267535,0.515129401
9789,-0.195975,0.515140523
55764 /// 101927266,0.22132,0.515175784
55260,0.153178333,0.515204494
101929255,-0.122346667,0.51520717
2735,-0.19826,0.515219833
101927990,-0.106916667,0.515378805
10161,0.267041667,0.515410166
100169752,0.10979,0.515436427
9582,-0.381873333,0.515460094
84916,-0.191738333,0.515462695
100507086,0.110136667,0.515499588
6767,0.199795,0.51557486
102724927,-0.149183333,0.515596468
29949,-0.107108333,0.515620568
150992,-0.096213333,0.515630302
55290,0.140965,0.515688415
55086,0.224061667,0.515885267
7468,-0.202861667,0.515915991
55055,-0.310353333,0.515956187
157869,0.57942,0.515998069
114224,0.287606667,0.516028827
546,0.144948333,0.516077226
100507261,0.099511667,0.516091148
100133039,0.24186,0.516210331
100130428,-0.156205,0.516274199
158401,-0.124171667,0.516348514
55217,0.191291667,0.516357835
2820,-0.210913333,0.516382706
4597,-0.152778333,0.516485918
3656,0.35428,0.516523943
7884,-0.292641667,0.516560481
646074,-0.109841667,0.516705248
28969,-0.15343,0.516707103
100294720,0.086881667,0.516751825
83463,-0.141051667,0.516912147
5000,-0.336995,0.516935189
54621,0.208938333,0.516988864
84152,0.151306667,0.517030296
8578,0.137223333,0.517045128
100289473,-0.1048,0.5171643
100996590,0.106001667,0.517258368
23361,-0.1903,0.51726605
10660,-0.144096667,0.517396722
100132386,0.105301667,0.51739842
3831,0.151641667,0.517511309
253805,-0.125093333,0.51760079
126433,-0.09043,0.517605499
