gene,logFC,P.Value
56934,-0.05103,0.802973424
729723,0.04019,0.802998658
92305,-0.07168,0.803024358
23038,-0.061976667,0.803047991
55218,-0.082963333,0.803131825
150185,0.059271667,0.80316815
79675,0.07569,0.803171678
150577,-0.058998333,0.803208219
80777,0.116926667,0.803257449
100885848,-0.039461667,0.803288748
1012,0.072665,0.803288822
163050,-0.089971667,0.803454678
64240,0.03231,0.803491695
10407 /// 653423,-0.037601667,0.803514755
144453,-0.044341667,0.803542723
23151,-0.079086667,0.803557048
6197,0.103235,0.80357748
64072 /// 100653137,-0.048121667,0.803587279
7991,-0.115123333,0.803614672
285331,-0.076166667,0.803621107
153910,-0.037993333,0.803835349
337977 /// 100128202 /// 101929344,-0.046561667,0.803865044
81790,-0.124665,0.803916875
5239 /// 440896 /// 101927424 /// 101929800,0.039458333,0.803929772
100506229,-0.042598333,0.803986874
79931,-0.043668333,0.80399332
9568,-0.036243333,0.804006541
23511,0.045755,0.804086057
27253,0.112248333,0.804116303
100130889,-0.055665,0.804223559
10556,-0.080408333,0.80428374
735,-0.084093333,0.804396469
254100,-0.056238333,0.804398598
101929423,-0.038151667,0.804469089
90639,0.047851667,0.804508019
60684,0.065723333,0.804519709
646778,-0.044356667,0.804544665
148268,0.084868333,0.804558631
27314,0.104366667,0.804649366
10485,-0.051193333,0.804690914
84124,0.086721667,0.804694412
5527,0.0793,0.804710244
124411 /// 101928852,0.110461667,0.804797111
11131,0.053353333,0.804804622
3283,-0.080176667,0.804806452
11254,0.033368333,0.804823949
55278,-0.077878333,0.80488687
1002,0.037031667,0.805012214
1991,0.049525,0.805017964
80790 /// 100129617,0.04953,0.805111257
51562,-0.066375,0.805256804
84311,0.061966667,0.805334907
83667,-0.066043333,0.8054533
102724021,0.042458333,0.805496441
101929524,-0.031718333,0.805671915
100303755,-0.101373333,0.805712323
83643,0.111683333,0.805931705
55288,-0.113045,0.805946081
83698,0.060111667,0.806035399
9014,0.054691667,0.806080725
100507557,0.123333333,0.806084461
286076,0.033135,0.806109363
3568,-0.036635,0.806166893
9184,0.075763333,0.806249022
440704,0.034871667,0.806325839
119559,-0.093766667,0.806385775
7709,0.043951667,0.806428309
160419,-0.033726667,0.806431065
80764,-0.052886667,0.806462739
25847,-0.097888333,0.806590356
84066,0.050961667,0.806617244
121274,0.083031667,0.806779103
5017,0.043655,0.806854326
57544,0.126651667,0.80686057
200576,-0.148981667,0.806861222
51149,0.053485,0.80686129
149069,-0.049168333,0.806953208
101927017,-0.04036,0.806976038
51735,-0.120878333,0.806985721
128646,0.03964,0.80699506
339366,-0.03594,0.807008086
100507053,0.144038333,0.807020456
116,0.065921667,0.807026061
100505797,-0.039098333,0.807066522
7357,-0.086118333,0.80715313
79591,-0.074985,0.807363417
3493 /// 28396,0.032598333,0.807414554
101927411,-0.041116667,0.807490036
84450,0.077263333,0.807525311
11143,-0.064248333,0.807741089
3744,-0.05878,0.807891827
6157,-0.098198333,0.807923931
94241,-0.083011667,0.807981689
256979,0.04049,0.808041418
3508,0.045365,0.808156016
50649,-0.054041667,0.808208607
401312,0.035645,0.808218612
101929486,-0.046386667,0.808235825
3326,0.059978333,0.80829562
401106,-0.069675,0.808302419
283212,-0.049713333,0.808308085
10179,-0.128836667,0.80851577
114879,-0.094746667,0.808529255
5551,-0.074886667,0.808551141
25901,0.101408333,0.808561084
10099,-0.103688333,0.808569093
9825,0.057561667,0.808591064
51146,0.038251667,0.808613608
101928809,0.028225,0.808638068
6666,0.061023333,0.808701618
91304,0.083891667,0.808721237
389072,0.14604,0.808820132
282808,0.038476667,0.808827092
9832,-0.0441,0.808843996
129293,0.077128333,0.80893327
100131275,0.032975,0.809044894
55081,-0.089493333,0.809174086
100132987,0.038168333,0.809201071
65082,-0.072321667,0.809206335
347689,-0.02966,0.809213694
219771,0.095658333,0.809282001
1871,-0.075331667,0.809340037
51384,-0.051366667,0.80947738
79012,-0.05772,0.809530432
5453,0.031295,0.809650643
6882,0.08206,0.809708512
58511,0.036238333,0.809768223
57468,-0.043363333,0.809807383
113179,-0.052425,0.809944196
26085,-0.049453333,0.809987724
100498859,-0.041573333,0.809993476
11178,0.041735,0.810038039
642475,0.045773333,0.810104172
101927331,-0.040021667,0.810187486
3273,-0.038561667,0.810192681
414927,0.039903333,0.810243903
51310,0.054491667,0.810270544
83747 /// 128853,-0.036126667,0.810295838
26063,0.051133333,0.810329577
100874021,0.033913333,0.810341434
128826,-0.051893333,0.810344124
541473 /// 100101148,0.055143333,0.810494281
11187,-0.058686667,0.81049646
51619,-0.064871667,0.810499727
79803,-0.055285,0.810528528
4691,-0.067038333,0.810712966
211,-0.094005,0.810727694
387644,-0.055495,0.810798975
8987,0.039086667,0.810910872
388963,-0.047506667,0.810943307
25770,0.039321667,0.810945151
57677,0.06068,0.81097752
10610,0.064788333,0.811082493
26130,0.047098333,0.81109776
122786,-0.077383333,0.811134604
9267,0.070076667,0.811187146
283682,0.034328333,0.811217133
81490,-0.064168333,0.811224236
5457,-0.037223333,0.811237861
51086,0.0476,0.8113188
79616,-0.049271667,0.811319259
132158,0.044408333,0.811370027
102800316,0.041003333,0.811453742
100131510,0.030873333,0.81156575
7621,0.108356667,0.811585181
148362,-0.146395,0.811614629
389432,0.11123,0.811861222
100169989,0.042111667,0.811861572
147183,-0.030746667,0.812095224
26013,0.048336667,0.812147801
10137,0.090918333,0.812253703
114049,-0.064155,0.812255875
101929116,-0.03671,0.812348149
23334,0.080186667,0.812364316
23174,0.113555,0.812400433
51348,-0.129785,0.812493058
125997,0.042661667,0.812696767
101928551,0.04254,0.812712981
146378,0.039355,0.812747249
100652857,-0.036801667,0.81274882
286053,-0.07584,0.812775786
7137,-0.056515,0.812802321
219731,-0.03062,0.813076833
54069,-0.087395,0.81313018
100288238,-0.034296667,0.813162333
4991,-0.037186667,0.8132749
7372,-0.061318333,0.813299204
79339,0.037331667,0.813301512
149699,0.063985,0.813450224
101978719,-0.0383,0.813472592
2976,0.068743333,0.813524441
102723645,0.034733333,0.813616266
7567,0.04858,0.81365064
57529,0.03995,0.813737742
4058,-0.060291667,0.813808719
100129726,-0.040401667,0.813884478
26258,-0.075751667,0.814016685
284266,-0.056685,0.814196371
55571,-0.05699,0.814252277
29989 /// 29991,0.04533,0.814319764
100508631,-0.04409,0.814380536
30820,-0.03786,0.814466246
637,-0.089826667,0.814530339
2558,-0.04172,0.81461428
5196,-0.034626667,0.814722049
10741,0.068246667,0.815007913
6547,0.055483333,0.815126599
65260,0.087206667,0.815172024
100506406,-0.054281667,0.815409469
1587,0.033958333,0.815797438
51270,-0.031491667,0.815803549
55226,-0.05281,0.815979941
100287366,-0.029035,0.816019087
528,-0.109648333,0.816040514
100996681,0.042095,0.81611546
80000,0.077135,0.816163688
100292680,-0.046451667,0.816211897
646627,0.03895,0.81621227
2251,-0.03397,0.816311161
257236,0.070565,0.816380747
54957,0.05775,0.816408523
81611,-0.140753333,0.816417758
54955,-0.09685,0.816419139
4673,-0.107055,0.816503462
619427,0.030055,0.816521251
54567,0.061905,0.816621582
100128640,0.028975,0.816655536
80380,-0.032815,0.816787265
144110,-0.052721667,0.816826739
83863,0.046993333,0.816833616
100507513,0.036073333,0.816845991
102723809,-0.028146667,0.816851779
388722,-0.036973333,0.81687022
723809,-0.042773333,0.816958252
440173,0.04563,0.816959769
5608,-0.04989,0.816992803
26263,-0.104593333,0.817135042
81697,-0.03119,0.817198408
57626,-0.044241667,0.817206351
629,0.09776,0.817306113
169200,0.12403,0.817320107
101928327,0.038658333,0.817324052
401149 /// 441124 /// 729218,0.051618333,0.817346573
100505683,0.033641667,0.817458595
6665,0.041121667,0.81752058
3703,-0.107121667,0.817572075
100302740,-0.042951667,0.817634049
4303,-0.043305,0.817669967
4622,0.029285,0.817697866
9493,-0.081615,0.817855978
101927151,0.03693,0.817917596
23462,0.143406667,0.818091582
7007,-0.031718333,0.818106666
28992,0.058041667,0.818309392
83592,0.054501667,0.818316143
57464,0.034853333,0.818437692
11101,-0.042136667,0.818451667
101927953,-0.041523333,0.818464879
442191,-0.04561,0.818486823
101928907,-0.033716667,0.81854611
167,0.034885,0.818549116
10908,-0.12312,0.81860225
84504,0.043158333,0.818684828
54557,-0.125156667,0.818738668
101928668,0.033746667,0.818746235
116285,-0.049068333,0.81880035
10286,-0.122475,0.819063567
22890,0.1144,0.819073122
9690,-0.080596667,0.819075748
163786,0.066453333,0.819148478
11043,0.076435,0.819176502
23515,-0.089065,0.819206606
8842,0.107118333,0.819235074
403150,0.029796667,0.819312875
171169,-0.035611667,0.819376207
492,-0.037381667,0.819381247
50858 /// 100101116,0.038323333,0.819529869
10329,0.054431667,0.819550943
5913,0.035873333,0.819575723
27141,-0.05671,0.819588375
7277,0.100181667,0.819692754
4942,-0.107895,0.819720891
147199 /// 653486,-0.031921667,0.819738739
58510,-0.043128333,0.819807581
8805,0.095543333,0.819824296
693207,-0.03452,0.819844553
283335,-0.044696667,0.819863561
6683,-0.115173333,0.819945209
100506769,-0.039835,0.819946542
90121,0.070925,0.820166287
169693,0.0433,0.820213001
4808,-0.048981667,0.820231302
353189,-0.028683333,0.820259398
283165,0.054115,0.820306807
246119,0.034831667,0.820407709
2899,-0.035,0.820421714
65251,-0.03845,0.820474034
146183 /// 653786 /// 101060424,-0.033521667,0.820589606
100506446,-0.043113333,0.820605688
100507206,-0.058515,0.820727231
340529 /// 645974,0.029946667,0.820879744
4036,-0.10352,0.82090075
11009,-0.049678333,0.820933293
84659,-0.027173333,0.82096432
54961,0.045098333,0.821000964
134,0.04476,0.821065997
57520,-0.11491,0.821143046
619426,0.070485,0.821237265
80135,0.089278333,0.821268415
6539,0.036373333,0.821269694
57555,-0.046765,0.821281666
115811,-0.065693333,0.821283699
150622,0.03624,0.821342844
101928255,0.041995,0.821462205
79574,0.030486667,0.821619487
64750,0.096263333,0.8216261
29919,-0.06639,0.821769108
51244,0.045326667,0.821794875
101927581,0.032525,0.821808018
100506113,-0.053743333,0.821921483
8703,0.083166667,0.821961075
101927211,-0.029903333,0.821969035
23117 /// 728734 /// 728741 /// 100288332,0.038225,0.822000817
5083,-0.038225,0.822022066
80314,0.077301667,0.822139792
8742 /// 407977,0.052083333,0.822194601
25897,0.063101667,0.822251073
84271 /// 91695,-0.034735,0.822258858
27229,-0.037776667,0.822324013
23521 /// 26816 /// 26817 /// 26818 /// 26819,0.045828333,0.822373037
9479,-0.04638,0.822516709
246777,-0.045533333,0.822584765
84933,-0.063925,0.822885072
2220,-0.036016667,0.822909178
2020,0.026766667,0.822935097
11142,-0.050363333,0.823011648
26059,-0.060691667,0.823012163
27039,0.03727,0.823048374
2854,-0.032463333,0.823149191
101929082,-0.034511667,0.823188731
100129029 /// 100131270,0.059406667,0.823383727
51378,0.03663,0.8233915
10128,-0.079483333,0.823409288
2734,0.04122,0.823449404
5810,0.067025,0.82355691
56910,-0.07853,0.823690209
23367,-0.047225,0.823772051
284427,-0.039898333,0.823830955
246213,-0.036011667,0.823900179
118421,-0.030875,0.823902049
100131303,0.041665,0.824067333
2060,0.076213333,0.824182287
54978,-0.040708333,0.824213372
389813,0.046841667,0.824258432
10455,-0.093866667,0.824259228
85440,0.100031667,0.824302744
10417 /// 100130872,0.068443333,0.824353168
84690,0.073446667,0.824546121
181,-0.043205,0.824754611
200845,0.05679,0.824768567
79860,0.033353333,0.824819019
196475,-0.067745,0.824940415
81569,-0.05054,0.825034039
22906,-0.091463333,0.825041755
374860,-0.034971667,0.825052679
286184,0.030855,0.825055713
574407,-0.036238333,0.825312766
146852,-0.036518333,0.825313129
2717,0.058591667,0.825337352
8915,0.06196,0.825474677
6701,0.029481667,0.825504361
7686,-0.052646667,0.825508716
57600,-0.0964,0.825521209
57715,0.03694,0.825549396
64783,0.053231667,0.825576634
731779,0.032771667,0.825604195
10544,-0.10538,0.825638773
9785,-0.038126667,0.825807014
439921,-0.077063333,0.825822182
83550,0.037391667,0.825873729
283358,0.03025,0.825877189
79861,-0.055036667,0.825937789
163183,-0.051528333,0.825967198
6234,0.051681667,0.826148275
1108,0.034478333,0.82616085
3344,-0.077416667,0.826221332
100506844,-0.105721667,0.826242797
152065,0.050613333,0.826254545
100506421,0.033143333,0.826282138
80324,-0.091973333,0.826340482
8535,-0.095663333,0.826394557
1849,0.082521667,0.826400238
23062,-0.058856667,0.826556468
81501,-0.041848333,0.826605028
1748,-0.05069,0.826692879
100127940,-0.033841667,0.826786318
3441,-0.046385,0.826844658
284391,-0.083155,0.826848569
101927839,0.047735,0.826925097
3195,-0.036091667,0.827063805
119548,-0.034075,0.827068936
30014 /// 728712,0.036586667,0.827071841
4586,-0.028695,0.827086769
51599,-0.075455,0.827130828
926,-0.045378333,0.827236962
2956 /// 440864,0.029798333,0.827261788
80758,-0.036013333,0.827318575
112755,0.054233333,0.827381615
6833,0.040585,0.827455389
83867,-0.035566667,0.8274616
8175,0.15813,0.827467843
79884,0.11864,0.827510804
146206,0.054336667,0.827529867
946,0.034163333,0.827574209
84466,0.043376667,0.827587224
26184,-0.030768333,0.827629522
1163,0.086993333,0.827678963
339803,0.087703333,0.827778325
643648 /// 101927827,0.047751667,0.827930546
285601,0.039676667,0.827964989
162461,0.039301667,0.827985084
116729,0.03392,0.828083986
84692,-0.032033333,0.828123792
101927534,0.0322,0.828142513
1830,-0.03613,0.828196419
6480,0.096976667,0.828205644
84808,0.05083,0.828256684
252884,0.043873333,0.828321707
9085,0.033331667,0.828430121
716,0.05814,0.828494755
25775,0.037745,0.828498345
221092 /// 100534595,-0.041001667,0.828501388
84904,0.036835,0.828571848
54460,-0.04913,0.828615282
5272,0.090296667,0.828678617
9711,0.06842,0.828779066
90167,0.032385,0.828973542
135138,-0.07243,0.829045576
101930566 /// 102800447,0.030478333,0.829089485
54531,0.054923333,0.829128207
348761,-0.047918333,0.829218429
389123,-0.044476667,0.82922141
91683,0.047003333,0.829230381
122618,-0.036866667,0.829337208
222553,0.042075,0.82934272
51119 /// 155370,0.072781667,0.829349731
160777,0.034995,0.829376503
8854,0.046143333,0.829494989
8539,0.083776667,0.829620879
153020,-0.105865,0.829942134
2046,-0.031901667,0.829952756
3938,-0.028281667,0.829965696
896,0.050528333,0.830015447
84759,-0.037933333,0.830024911
284395,-0.035278333,0.830071775
2219,0.127336667,0.830072129
147381,-0.06183,0.83034005
388456,-0.04241,0.830474437
78994,-0.049938333,0.830672921
3792,0.043168333,0.83071113
3352,-0.03128,0.830753713
57120,-0.060161667,0.830776692
101927950,0.049883333,0.830825445
10505,0.056343333,0.831008619
27430,-0.08803,0.831033779
117246,0.052513333,0.831034056
815,0.034325,0.831058086
1510,0.033763333,0.831108867
100505641,-0.104761667,0.831162862
100996665,0.034648333,0.83125719
8277,-0.049563333,0.831344591
124925,-0.056008333,0.831354298
308,-0.081975,0.831441556
245973,-0.06393,0.831456449
958,-0.036535,0.831460371
149837 /// 643406,0.037028333,0.831491287
27019,0.048691667,0.831567766
7130,0.163633333,0.831711107
4838,0.035543333,0.831725622
57573,0.080881667,0.831827138
55743,-0.066395,0.831834167
92482,-0.043161667,0.831938392
101929591,0.029483333,0.832103673
8193,-0.05238,0.832297232
5283,0.060816667,0.832325817
81689,0.089803333,0.832369299
51207,-0.043331667,0.83239707
23499,-0.053351667,0.832469897
6563,0.041526667,0.832616885
773 /// 100507353,-0.068535,0.832626174
51247,0.111665,0.832628218
101927220,-0.02759,0.83270998
55316,-0.05718,0.832816192
2056,-0.046778333,0.833019988
4756,0.059631667,0.83313284
5078,-0.0341,0.833189044
55727,-0.085391667,0.833219337
23318,0.066181667,0.833240807
5042,0.032358333,0.833309126
9802,-0.062493333,0.833446068
6871,-0.04025,0.833459409
2099,0.095943333,0.833465878
3603,-0.088243333,0.833469456
116179,0.038495,0.833606378
147409,-0.040391667,0.83362522
219749,0.075376667,0.833670854
93587,0.07791,0.833798325
10568,-0.029163333,0.833812262
101927131,0.047778333,0.83386711
374887,0.034575,0.833868175
677809 /// 100093630,-0.071123333,0.833906533
100128025,0.031453333,0.833932324
406886,0.05011,0.833941696
84436,-0.03932,0.833980578
84873,0.030056667,0.834158713
7104,-0.04133,0.834226149
27036,-0.039418333,0.834302486
10880,0.033636667,0.834302757
253943,0.072683333,0.834406579
255130,0.045841667,0.834478223
6037,0.035121667,0.834485561
3206,0.060608333,0.834505022
54855,-0.167693333,0.83459242
7994,0.078205,0.834622429
156,0.04323,0.834626173
51652 /// 100526767,-0.099931667,0.834666168
57616,-0.084105,0.834682409
125113,-0.035866667,0.834825115
101927115,0.026208333,0.834913637
9990,0.042423333,0.834997437
1440,0.049288333,0.835059401
123624,-0.055248333,0.835086492
23243,0.052515,0.835095393
8361 /// 8369,-0.038718333,0.835124218
91351,-0.070313333,0.835134082
3024,0.032698333,0.83515415
2636,-0.039296667,0.835196071
642394,-0.038123333,0.835210847
23592,0.057163333,0.835314834
100423035,0.041858333,0.83536751
54822,-0.089731667,0.835393228
79670,-0.038203333,0.835441702
101929132,-0.042233333,0.835469707
55331,-0.074986667,0.835478825
22856,-0.07381,0.835590162
5916,-0.044708333,0.835612299
92126,-0.105256667,0.835643626
788,-0.063218333,0.835744047
83851,0.030345,0.835778056
101927377,0.046013333,0.835817149
26986,-0.044225,0.836008758
219990,0.028918333,0.836011252
84569 /// 119180,-0.049898333,0.836059009
6152,0.056176667,0.836105423
101928553,-0.044438333,0.836168179
339834,-0.034568333,0.836297228
317662,0.079798333,0.836358172
55677,0.095163333,0.836431133
146177,0.046473333,0.836492053
8216,-0.048201667,0.836597393
90060,-0.054286667,0.836736938
130749,-0.03407,0.836744272
1282,0.103376667,0.836776986
440356,-0.028905,0.836794472
101928045,-0.030603333,0.836898198
79796,0.088841667,0.837109277
56673,-0.035866667,0.837140559
56913,-0.054065,0.837220404
112869,-0.0567,0.837247357
345757,-0.106505,0.837336281
57154,-0.070206667,0.837410337
54103,-0.101913333,0.837478434
83696,0.030988333,0.837491294
400541,-0.030903333,0.837600796
100506243,-0.049346667,0.837630471
339240,-0.0445,0.837664931
100505741,-0.041785,0.837698843
259296,-0.026213333,0.837736104
147166 /// 101930301 /// 101930303,-0.034466667,0.837827732
168090,0.031303333,0.837857481
84971,0.052168333,0.837864991
79809 /// 100506124,-0.039273333,0.837878312
3439,-0.02534,0.837882673
9058,0.029268333,0.837997475
54619,0.088431667,0.838138975
100505540,-0.028418333,0.838140594
79735,0.040328333,0.838415354
6997 /// 6998,0.071018333,0.838505333
115817,-0.055648333,0.838529844
